countyfips,STNAME,CTYNAME,TOT_POP,PercentHBAC,dens2010,Eq Type,turnout
17049,Illinois,Effingham County,34208,0.0008477549111318989,71.52,Paper and DRE with paper trail,0.44153012690208177
17051,Illinois,Fayette County,21416,0.001634292118042585,30.9,Paper and DRE with paper trail,0.44153012690208177
17053,Illinois,Ford County,13264,0.0019601930036188178,29.0,Paper and DRE with paper trail,0.44153012690208177
17055,Illinois,Franklin County,38701,0.0008526911449316555,96.75,Paper and DRE with paper trail,0.44153012690208177
17057,Illinois,Fulton County,34844,0.0027264378372173115,42.82,Paper and DRE with paper trail,0.44153012690208177
17059,Illinois,Gallatin County,5058,0.00019770660340055358,17.3,Paper and DRE with paper trail,0.44153012690208177
17061,Illinois,Greene County,13044,0.0006133088009812941,25.57,Paper and DRE with paper trail,0.44153012690208177
17063,Illinois,Grundy County,50972,0.0030801224201522405,119.76,Paper and DRE with paper trail,0.44153012690208177
17065,Illinois,Hamilton County,8163,0.0,19.46,Paper and DRE with paper trail,0.44153012690208177
17067,Illinois,Hancock County,17844,0.0004483299708585519,24.07,Paper and DRE with paper trail,0.44153012690208177
17069,Illinois,Hardin County,3910,0.0005115089514066496,24.33,Paper and DRE with paper trail,0.44153012690208177
17071,Illinois,Henderson County,6709,0.0005962140408406618,19.35,Paper and DRE with paper trail,0.44153012690208177
17073,Illinois,Henry County,49090,0.002587084946017519,61.34,Paper and DRE with paper trail,0.44153012690208177
17075,Illinois,Iroquois County,27604,0.0017026517895957108,26.6,Paper and DRE with paper trail,0.44153012690208177
17077,Illinois,Jackson County,57419,0.005416325606506557,103.1,Paper and DRE with paper trail,0.44153012690208177
17079,Illinois,Jasper County,9611,0.00041618978254083863,19.61,Paper and DRE with paper trail,0.44153012690208177
17081,Illinois,Jefferson County,37820,0.005261766261237441,67.98,Paper and DRE with paper trail,0.44153012690208177
17083,Illinois,Jersey County,21847,0.0010070032498741247,62.24,Paper and DRE with paper trail,0.44153012690208177
17085,Illinois,Jo Daviess County,21366,0.0007956566507535337,37.73,Paper and DRE with paper trail,0.44153012690208177
17087,Illinois,Johnson County,12456,0.00224791265253693,36.58,Paper and DRE with paper trail,0.44153012690208177
17089,Illinois,Kane County,534216,0.009651526723272984,990.79,Paper and DRE with paper trail,0.44153012690208177
17091,Illinois,Kankakee County,110024,0.005789645895440994,167.69,Paper and DRE with paper trail,0.44153012690208177
17093,Illinois,Kendall County,127915,0.007129734589375757,358.17,Paper and DRE with paper trail,0.44153012690208177
17095,Illinois,Knox County,50112,0.0057072158365261815,73.87,Paper and DRE with paper trail,0.44153012690208177
17097,Illinois,Lake County,700832,0.0085541185334003,1585.55,Paper and DRE with paper trail,0.44153012690208177
17099,Illinois,LaSalle County,109430,0.003335465594443937,100.36,Paper and DRE with paper trail,0.44153012690208177
17101,Illinois,Lawrence County,15765,0.004567078972407232,45.23,Paper and DRE with paper trail,0.44153012690208177
17103,Illinois,Lee County,34223,0.0035064138152704322,49.71,Paper and DRE with paper trail,0.44153012690208177
17105,Illinois,Livingston County,35761,0.003187830317944129,37.3,Paper and DRE with paper trail,0.44153012690208177
17107,Illinois,Logan County,28925,0.00414866032843561,49.03,Paper and DRE with paper trail,0.44153012690208177
17109,Illinois,McDonough County,29955,0.0034051076614922383,55.33,Paper and DRE with paper trail,0.44153012690208177
17111,Illinois,McHenry County,308570,0.003056032666817902,511.89,Paper and DRE with paper trail,0.44153012690208177
17113,Illinois,McLean County,172828,0.00413706112435485,143.29,Paper and DRE with paper trail,0.44153012690208177
17115,Illinois,Macon County,104712,0.003657651463060585,190.75,Paper and DRE with paper trail,0.44153012690208177
17117,Illinois,Macoupin County,45313,0.0004193057180058703,55.35,Paper and DRE with paper trail,0.44153012690208177
17119,Illinois,Madison County,264461,0.0021402021470084435,376.31,Paper and DRE with paper trail,0.44153012690208177
17121,Illinois,Marion County,37620,0.0018872939925571504,68.9,Paper and DRE with paper trail,0.44153012690208177
17123,Illinois,Marshall County,11534,0.0018207040055488123,32.68,Paper and DRE with paper trail,0.44153012690208177
17125,Illinois,Mason County,13565,0.0002948765204570586,27.2,Paper and DRE with paper trail,0.44153012690208177
17127,Illinois,Massac County,14080,0.0034801136363636362,65.04,Paper and DRE with paper trail,0.44153012690208177
17129,Illinois,Menard County,12288,0.000732421875,40.41,Paper and DRE with paper trail,0.44153012690208177
17131,Illinois,Mercer County,15601,0.0010255752836356644,29.28,Paper and DRE with paper trail,0.44153012690208177
17133,Illinois,Monroe County,34335,0.0006698703946410368,85.6,Paper and DRE with paper trail,0.44153012690208177
17135,Illinois,Montgomery County,28601,0.0006992762490821999,42.78,Paper and DRE with paper trail,0.44153012690208177
17137,Illinois,Morgan County,33976,0.002207440546267954,62.5,Paper and DRE with paper trail,0.44153012690208177
17139,Illinois,Moultrie County,14717,0.000815383570021064,44.19,Paper and DRE with paper trail,0.44153012690208177
17141,Illinois,Ogle County,50923,0.0024350489955422892,70.52,Paper and DRE with paper trail,0.44153012690208177
17143,Illinois,Peoria County,180621,0.005292850775934138,301.18,Paper and DRE with paper trail,0.44153012690208177
17145,Illinois,Perry County,21174,0.0027864361953339,50.59,Paper and DRE with paper trail,0.44153012690208177
17147,Illinois,Piatt County,16396,0.00048792388387411563,38.09,Paper and DRE with paper trail,0.44153012690208177
17149,Illinois,Pike County,15611,0.0007046313496893216,19.76,Paper and DRE with paper trail,0.44153012690208177
17151,Illinois,Pope County,4212,0.00023741690408357076,12.12,Paper and DRE with paper trail,0.44153012690208177
17153,Illinois,Pulaski County,5463,0.007688083470620538,30.93,Paper and DRE with paper trail,0.44153012690208177
17155,Illinois,Putnam County,5740,0.002613240418118467,37.5,Paper and DRE with paper trail,0.44153012690208177
17157,Illinois,Randolph County,32106,0.0028032143524574847,58.17,Paper and DRE with paper trail,0.44153012690208177
17159,Illinois,Richland County,15763,0.0008881558079045867,45.09,Paper and DRE with paper trail,0.44153012690208177
17161,Illinois,Rock Island County,143477,0.008454316719752991,345.03,Paper and DRE with paper trail,0.44153012690208177
17163,Illinois,St. Clair County,261059,0.004228929092657215,410.57,Paper and DRE with paper trail,0.44153012690208177
17165,Illinois,Saline County,23906,0.0020915251401321844,65.59,Paper and DRE with paper trail,0.44153012690208177
17167,Illinois,Sangamon County,195348,0.002672154309232754,227.42,Paper and DRE with paper trail,0.44153012690208177
17169,Illinois,Schuyler County,6907,0.0011582452584334732,17.25,Paper and DRE with paper trail,0.44153012690208177
17171,Illinois,Scott County,4926,0.0010150223304912708,21.34,Paper and DRE with paper trail,0.44153012690208177
17173,Illinois,Shelby County,21741,0.0005519525320822409,29.48,Paper and DRE with paper trail,0.44153012690208177
17175,Illinois,Stark County,5427,0.0007370554634236226,20.81,Paper and DRE with paper trail,0.44153012690208177
17177,Illinois,Stephenson County,44753,0.004759457466538556,84.52,Paper and DRE with paper trail,0.44153012690208177
17179,Illinois,Tazewell County,132328,0.0012317876791004172,208.63,Paper and DRE with paper trail,0.44153012690208177
17181,Illinois,Union County,16841,0.0014844724185024642,43.07,Paper and DRE with paper trail,0.44153012690208177
17183,Illinois,Vermilion County,76806,0.005871937088248314,90.86,Paper and DRE with paper trail,0.44153012690208177
17185,Illinois,Wabash County,11549,0.0013854013334487834,53.51,Paper and DRE with paper trail,0.44153012690208177
17187,Illinois,Warren County,17032,0.0042860497886331615,32.65,Paper and DRE with paper trail,0.44153012690208177
17189,Illinois,Washington County,13995,0.001143265451947124,26.16,Paper and DRE with paper trail,0.44153012690208177
17191,Illinois,Wayne County,16332,0.0005510653930933138,23.48,Paper and DRE with paper trail,0.44153012690208177
17193,Illinois,White County,13665,0.00190267105744603,29.64,Paper and DRE with paper trail,0.44153012690208177
17195,Illinois,Whiteside County,55626,0.00551900190558372,85.49,Paper and DRE with paper trail,0.44153012690208177
17197,Illinois,Will County,692310,0.006731088674148864,809.6,Paper and DRE with paper trail,0.44153012690208177
17199,Illinois,Williamson County,67056,0.0022369362920544025,157.94,Paper and DRE with paper trail,0.44153012690208177
17201,Illinois,Winnebago County,284081,0.009018554567183304,575.16,Paper and DRE with paper trail,0.44153012690208177
17203,Illinois,Woodford County,38463,0.0005719782648259366,73.26,Paper and DRE with paper trail,0.44153012690208177
18001,Indiana,Adams County,35636,0.0011785834549332137,101.43,Paper and DRE without paper trail,0.4054580382289795
18003,Indiana,Allen County,375351,0.006745686037868555,540.58,Paper and DRE without paper trail,0.4054580382289795
18005,Indiana,Bartholomew County,82753,0.003069375128394137,188.73,Paper and DRE without paper trail,0.4054580382289795
18007,Indiana,Benton County,8653,0.004160406795331099,21.79,Paper and DRE without paper trail,0.4054580382289795
18009,Indiana,Blackford County,11930,0.001341156747694887,77.33,Paper and DRE without paper trail,0.4054580382289795
18011,Indiana,Boone County,66999,0.001328378035493067,133.93,Paper and DRE without paper trail,0.4054580382289795
18013,Indiana,Brown County,15234,0.001706708677957201,48.86,Paper and DRE without paper trail,0.4054580382289795
18015,Indiana,Carroll County,20127,0.0021861181497490932,54.15,Paper and DRE without paper trail,0.4054580382289795
18017,Indiana,Cass County,37955,0.008220260835199578,94.54,Paper and DRE without paper trail,0.4054580382289795
18019,Indiana,Clark County,117360,0.0035531697341513293,295.64,Paper and DRE without paper trail,0.4054580382289795
18021,Indiana,Clay County,26170,0.0005731753916698509,75.21,Paper and DRE without paper trail,0.4054580382289795
18023,Indiana,Clinton County,32250,0.002046511627906977,82.02,Paper and DRE without paper trail,0.4054580382289795
18025,Indiana,Crawford County,10558,0.0014207236218980867,35.05,Paper and DRE without paper trail,0.4054580382289795
18027,Indiana,Daviess County,33147,0.0022928168461700906,73.69,Paper and DRE without paper trail,0.4054580382289795
18029,Indiana,Dearborn County,49568,0.0007061007101355713,164.07,Paper and DRE without paper trail,0.4054580382289795
18031,Indiana,Decatur County,26794,0.0009703664999626782,69.09,Paper and DRE without paper trail,0.4054580382289795
18033,Indiana,DeKalb County,43226,0.001411187711099801,116.37,Paper and DRE without paper trail,0.4054580382289795
18035,Indiana,Delaware County,114772,0.0030233854947199663,300.09,Paper and DRE without paper trail,0.4054580382289795
18037,Indiana,Dubois County,42565,0.002584282861505932,98.04,Paper and DRE without paper trail,0.4054580382289795
18039,Indiana,Elkhart County,205560,0.006387429460984627,426.54,Paper and DRE without paper trail,0.4054580382289795
18041,Indiana,Fayette County,23047,0.0006074543324510783,112.91,Paper and DRE without paper trail,0.4054580382289795
18043,Indiana,Floyd County,77781,0.002391329502063486,504.13,Paper and DRE without paper trail,0.4054580382289795
18045,Indiana,Fountain County,16351,0.0012843251177298025,43.57,Paper and DRE without paper trail,0.4054580382289795
18047,Indiana,Franklin County,22736,0.000571780436312456,60.06,Paper and DRE without paper trail,0.4054580382289795
18049,Indiana,Fulton County,20092,0.0017917579135974518,56.56,Paper and DRE without paper trail,0.4054580382289795
18051,Indiana,Gibson County,33452,0.0016142532584000958,68.73,Paper and DRE without paper trail,0.4054580382289795
18053,Indiana,Grant County,65936,0.003821887891288522,169.2,Paper and DRE without paper trail,0.4054580382289795
18055,Indiana,Greene County,32006,0.0006248828344685371,61.13,Paper and DRE without paper trail,0.4054580382289795
18057,Indiana,Hamilton County,330086,0.002144895572668941,696.4,Paper and DRE without paper trail,0.4054580382289795
18059,Indiana,Hancock County,76351,0.002017000432214378,228.75,Paper and DRE without paper trail,0.4054580382289795
18061,Indiana,Harrison County,40350,0.0009417596034696406,81.24,Paper and DRE without paper trail,0.4054580382289795
18063,Indiana,Hendricks County,167009,0.0030058260333275452,357.44,Paper and DRE without paper trail,0.4054580382289795
18065,Indiana,Henry County,48271,0.0008700876302541898,126.22,Paper and DRE without paper trail,0.4054580382289795
18067,Indiana,Howard County,82366,0.003508729330063376,282.38,Paper and DRE without paper trail,0.4054580382289795
18069,Indiana,Huntington County,36240,0.0009381898454746137,97.02,Paper and DRE without paper trail,0.4054580382289795
18071,Indiana,Jackson County,44111,0.002675069710503049,83.2,Paper and DRE without paper trail,0.4054580382289795
18073,Indiana,Jasper County,33370,0.0014683847767455798,59.82,Paper and DRE without paper trail,0.4054580382289795
18075,Indiana,Jay County,20764,0.0005779233288383741,55.36,Paper and DRE without paper trail,0.4054580382289795
18077,Indiana,Jefferson County,32208,0.0018318430203676105,89.92,Paper and DRE without paper trail,0.4054580382289795
18079,Indiana,Jennings County,27611,0.000760566440911231,75.75,Paper and DRE without paper trail,0.4054580382289795
18081,Indiana,Johnson County,156225,0.0023043686989918386,435.84,Paper and DRE without paper trail,0.4054580382289795
18083,Indiana,Knox County,36895,0.001355197181189863,74.49,Paper and DRE without paper trail,0.4054580382289795
18085,Indiana,Kosciusko County,79344,0.0021047590239967736,145.58,Paper and DRE without paper trail,0.4054580382289795
18087,Indiana,LaGrange County,39330,0.001118738876175947,97.8,Paper and DRE without paper trail,0.4054580382289795
18089,Indiana,Lake County,484411,0.013771363573494408,994.08,Paper and DRE without paper trail,0.4054580382289795
18091,Indiana,LaPorte County,110007,0.004754242911814702,186.31,Paper and DRE without paper trail,0.4054580382289795
18093,Indiana,Lawrence County,45668,0.0011605500569326444,102.71,Paper and DRE without paper trail,0.4054580382289795
18095,Indiana,Madison County,129641,0.0028694625928525697,291.28,Paper and DRE without paper trail,0.4054580382289795
18097,Indiana,Marion County,954670,0.009764630710088302,2279.58,Paper and DRE without paper trail,0.4054580382289795
18099,Indiana,Marshall County,46248,0.0034596090641757483,106.06,Paper and DRE without paper trail,0.4054580382289795
18101,Indiana,Martin County,10217,0.0007830087109719096,30.78,Paper and DRE without paper trail,0.4054580382289795
18103,Indiana,Miami County,35567,0.002895942868389237,98.71,Paper and DRE without paper trail,0.4054580382289795
18105,Indiana,Monroe County,146917,0.002613720672216285,349.74,Paper and DRE without paper trail,0.4054580382289795
18107,Indiana,Montgomery County,38346,0.0017994054138632451,75.55,Paper and DRE without paper trail,0.4054580382289795
18109,Indiana,Morgan County,70116,0.0006560556791602488,170.54,Paper and DRE without paper trail,0.4054580382289795
18111,Indiana,Newton County,14011,0.0024266647634001858,35.45,Paper and DRE without paper trail,0.4054580382289795
18113,Indiana,Noble County,47532,0.0024825380796095263,115.7,Paper and DRE without paper trail,0.4054580382289795
18115,Indiana,Ohio County,5844,0.0006844626967830253,71.14,Paper and DRE without paper trail,0.4054580382289795
18117,Indiana,Orange County,19489,0.0008722869310893325,49.8,Paper and DRE without paper trail,0.4054580382289795
18119,Indiana,Owen County,20845,0.0003837850803550012,56.0,Paper and DRE without paper trail,0.4054580382289795
18121,Indiana,Parke County,16927,0.0007680037809416908,38.99,Paper and DRE without paper trail,0.4054580382289795
18123,Indiana,Perry County,19102,0.0005235053921055386,50.66,Paper and DRE without paper trail,0.4054580382289795
18125,Indiana,Pike County,12410,0.0017727639000805803,38.43,Paper and DRE without paper trail,0.4054580382289795
18127,Indiana,Porter County,169594,0.004534358526834675,393.02,Paper and DRE without paper trail,0.4054580382289795
18129,Indiana,Posey County,25540,0.001096319498825372,63.26,Paper and DRE without paper trail,0.4054580382289795
18131,Indiana,Pulaski County,12469,0.0006415911460421846,30.91,Paper and DRE without paper trail,0.4054580382289795
18133,Indiana,Putnam County,37779,0.0016675931072818232,79.0,Paper and DRE without paper trail,0.4054580382289795
18135,Indiana,Randolph County,24851,0.0016900728340911834,57.85,Paper and DRE without paper trail,0.4054580382289795
18137,Indiana,Ripley County,28523,0.000701188514532132,64.55,Paper and DRE without paper trail,0.4054580382289795
18139,Indiana,Rush County,16663,0.0015003300726159755,42.61,Paper and DRE without paper trail,0.4054580382289795
18141,Indiana,St. Joseph County,270771,0.007593132203965713,583.01,Paper and DRE without paper trail,0.4054580382289795
18143,Indiana,Scott County,23878,0.001256386632046235,127.0,Paper and DRE without paper trail,0.4054580382289795
18145,Indiana,Shelby County,44593,0.0021976543403673223,108.08,Paper and DRE without paper trail,0.4054580382289795
18147,Indiana,Spencer County,20327,0.0031485216706843115,52.81,Paper and DRE without paper trail,0.4054580382289795
18149,Indiana,Starke County,22935,0.0013080444735120995,75.58,Paper and DRE without paper trail,0.4054580382289795
18151,Indiana,Steuben County,34586,0.0019661134563118024,110.65,Paper and DRE without paper trail,0.4054580382289795
18153,Indiana,Sullivan County,20690,0.0017883035282745287,48.03,Paper and DRE without paper trail,0.4054580382289795
18155,Indiana,Switzerland County,10717,0.001492955118036764,48.1,Paper and DRE without paper trail,0.4054580382289795
18157,Indiana,Tippecanoe County,193048,0.0035638804856823175,345.69,Paper and DRE without paper trail,0.4054580382289795
18159,Indiana,Tipton County,15128,0.0020491803278688526,61.17,Paper and DRE without paper trail,0.4054580382289795
18161,Indiana,Union County,7037,0.0012789540997584197,46.62,Paper and DRE without paper trail,0.4054580382289795
18163,Indiana,Vanderburgh County,180974,0.002602583796567463,769.69,Paper and DRE without paper trail,0.4054580382289795
18165,Indiana,Vermillion County,15479,0.0012274694747722722,63.11,Paper and DRE without paper trail,0.4054580382289795
18167,Indiana,Vigo County,107386,0.002057996386866072,267.41,Paper and DRE without paper trail,0.4054580382289795
18169,Indiana,Wabash County,31280,0.0015664961636828645,79.74,Paper and DRE without paper trail,0.4054580382289795
18171,Indiana,Warren County,8263,0.00048408568316592036,23.33,Paper and DRE without paper trail,0.4054580382289795
18173,Indiana,Warrick County,62567,0.0013265779084821073,155.11,Paper and DRE without paper trail,0.4054580382289795
18175,Indiana,Washington County,27943,0.000536807071538489,55.01,Paper and DRE without paper trail,0.4054580382289795
18177,Indiana,Wayne County,65936,0.003063576801747149,171.55,Paper and DRE without paper trail,0.4054580382289795
18179,Indiana,Wells County,28206,0.0012763241863433313,75.08,Paper and DRE without paper trail,0.4054580382289795
18181,Indiana,White County,24133,0.004558074006547052,48.79,Paper and DRE without paper trail,0.4054580382289795
18183,Indiana,Whitley County,34074,0.0006456535775077772,99.21,Paper and DRE without paper trail,0.4054580382289795
19001,Iowa,Adair County,7063,0.001132663174288546,13.49,Paper ballot,0.49248596395615013
19003,Iowa,Adams County,3645,0.0005486968449931413,9.51,Paper ballot,0.49248596395615013
19005,Iowa,Allamakee County,13832,0.0013736263736263737,22.42,Paper ballot,0.49248596395615013
19007,Iowa,Appanoose County,12437,0.0017689153332797298,25.91,Paper ballot,0.49248596395615013
19009,Iowa,Audubon County,5506,0.001452960406828914,13.81,Paper ballot,0.49248596395615013
19011,Iowa,Benton County,25642,0.001130957023633102,36.41,Paper ballot,0.49248596395615013
19013,Iowa,Black Hawk County,132408,0.003459005498157211,231.7,Paper ballot,0.49248596395615013
19015,Iowa,Boone County,26346,0.0007970849464814393,46.02,Paper ballot,0.49248596395615013
19017,Iowa,Bremer County,24947,0.0011624644245801098,55.75,Paper ballot,0.49248596395615013
19019,Iowa,Buchanan County,21199,0.000849096655502618,36.7,Paper ballot,0.49248596395615013
19021,Iowa,Buena Vista County,19874,0.006390258629365,35.24,Paper ballot,0.49248596395615013
19023,Iowa,Butler County,14539,0.0004126831281381113,25.63,Paper ballot,0.49248596395615013
19025,Iowa,Calhoun County,9699,0.0007217238890607279,16.97,Paper ballot,0.49248596395615013
19027,Iowa,Carroll County,20154,0.0015381561972809368,36.56,Paper ballot,0.49248596395615013
19029,Iowa,Cass County,12930,0.0012374323279195668,24.73,Paper ballot,0.49248596395615013
19031,Iowa,Cedar County,18627,0.000751597143930853,31.93,Paper ballot,0.49248596395615013
19033,Iowa,Cerro Gordo County,42647,0.0019696578891832952,77.69,Paper ballot,0.49248596395615013
19035,Iowa,Cherokee County,11321,0.0010599770338309336,20.93,Paper ballot,0.49248596395615013
19037,Iowa,Chickasaw County,11964,0.002591106653293213,24.66,Paper ballot,0.49248596395615013
19039,Iowa,Clarke County,9423,0.003183699458771092,21.54,Paper ballot,0.49248596395615013
19041,Iowa,Clay County,16134,0.0013015991074748978,29.38,Paper ballot,0.49248596395615013
19043,Iowa,Clayton County,17556,0.0010822510822510823,23.29,Paper ballot,0.49248596395615013
19045,Iowa,Clinton County,46518,0.001913237886409562,70.68,Paper ballot,0.49248596395615013
19047,Iowa,Crawford County,17158,0.004953957337685045,23.94,Paper ballot,0.49248596395615013
19049,Iowa,Dallas County,90180,0.0021290751829673984,112.39,Paper ballot,0.49248596395615013
19051,Iowa,Davis County,9017,0.0003327048907618942,17.43,Paper ballot,0.49248596395615013
19053,Iowa,Decatur County,7890,0.0019011406844106464,15.9,Paper ballot,0.49248596395615013
19055,Iowa,Delaware County,17069,0.000644443142539106,30.75,Paper ballot,0.49248596395615013
19057,Iowa,Des Moines County,39138,0.003449333128928407,96.91,Paper ballot,0.49248596395615013
19059,Iowa,Dickinson County,17153,0.00023319535941234768,43.79,Paper ballot,0.49248596395615013
19061,Iowa,Dubuque County,96854,0.0015796972763128007,153.96,Paper ballot,0.49248596395615013
19063,Iowa,Emmet County,9253,0.006700529557981195,26.02,Paper ballot,0.49248596395615013
19065,Iowa,Fayette County,19660,0.000762970498474059,28.57,Paper ballot,0.49248596395615013
19067,Iowa,Floyd County,15761,0.0013958505170991687,32.56,Paper ballot,0.49248596395615013
19069,Iowa,Franklin County,10124,0.006321612011062821,18.35,Paper ballot,0.49248596395615013
19071,Iowa,Fremont County,6993,0.0018590018590018591,14.56,Paper ballot,0.49248596395615013
19073,Iowa,Greene County,8981,0.0013361541031065582,16.39,Paper ballot,0.49248596395615013
19075,Iowa,Grundy County,12304,0.0007314694408322497,24.81,Paper ballot,0.49248596395615013
19077,Iowa,Guthrie County,10720,0.0005597014925373135,18.55,Paper ballot,0.49248596395615013
19079,Iowa,Hamilton County,14952,0.0034777956126270733,27.17,Paper ballot,0.49248596395615013
19081,Iowa,Hancock County,10712,0.001960418222554145,19.86,Paper ballot,0.49248596395615013
19083,Iowa,Hardin County,16868,0.0010671093194213896,30.8,Paper ballot,0.49248596395615013
19085,Iowa,Harrison County,14134,0.0005660110372152257,21.42,Paper ballot,0.49248596395615013
19087,Iowa,Henry County,20067,0.0020929884885633127,46.38,Paper ballot,0.49248596395615013
19089,Iowa,Howard County,9187,0.0005442473059758355,20.21,Paper ballot,0.49248596395615013
19091,Iowa,Humboldt County,9547,0.0024091337592961138,22.6,Paper ballot,0.49248596395615013
19093,Iowa,Ida County,6841,0.00029235491887151,16.43,Paper ballot,0.49248596395615013
19095,Iowa,Iowa County,16141,0.0014868967226318072,27.89,Paper ballot,0.49248596395615013
19097,Iowa,Jackson County,19432,0.001080691642651297,31.21,Paper ballot,0.49248596395615013
19099,Iowa,Jasper County,37147,0.0016959646808625193,50.44,Paper ballot,0.49248596395615013
19101,Iowa,Jefferson County,18381,0.0025025841901963985,38.67,Paper ballot,0.49248596395615013
19103,Iowa,Johnson County,151260,0.0034377892370752346,213.15,Paper ballot,0.49248596395615013
19105,Iowa,Jones County,20744,0.0003856536829926726,35.85,Paper ballot,0.49248596395615013
19107,Iowa,Keokuk County,10225,0.00039119804400977997,18.15,Paper ballot,0.49248596395615013
19109,Iowa,Kossuth County,14908,0.0015427958143278777,15.98,Paper ballot,0.49248596395615013
19111,Iowa,Lee County,34055,0.0024372338863602994,69.3,Paper ballot,0.49248596395615013
19113,Iowa,Linn County,225909,0.0030853131128020573,294.65,Paper ballot,0.49248596395615013
19115,Iowa,Louisa County,11169,0.0034022741516698003,28.34,Paper ballot,0.49248596395615013
19117,Iowa,Lucas County,8645,0.0015037593984962407,20.66,Paper ballot,0.49248596395615013
19119,Iowa,Lyon County,11811,0.0018626703920074507,19.71,Paper ballot,0.49248596395615013
19121,Iowa,Madison County,16249,0.0012923872238291586,27.95,Paper ballot,0.49248596395615013
19123,Iowa,Mahaska County,22000,0.0013636363636363637,39.21,Paper ballot,0.49248596395615013
19125,Iowa,Marion County,33407,0.0008381476935971503,60.07,Paper ballot,0.49248596395615013
19127,Iowa,Marshall County,39981,0.004877316725444586,71.0,Paper ballot,0.49248596395615013
19129,Iowa,Mills County,15063,0.0010622054039699928,34.43,Paper ballot,0.49248596395615013
19131,Iowa,Mitchell County,10569,0.00047308165389346203,22.97,Paper ballot,0.49248596395615013
19133,Iowa,Monona County,8679,0.0005761032377001959,13.32,Paper ballot,0.49248596395615013
19135,Iowa,Monroe County,7790,0.0012836970474967907,18.38,Paper ballot,0.49248596395615013
19137,Iowa,Montgomery County,10003,0.000499850044986504,25.32,Paper ballot,0.49248596395615013
19139,Iowa,Muscatine County,42929,0.005474155000116472,97.71,Paper ballot,0.49248596395615013
19141,Iowa,O'Brien County,13840,0.004046242774566474,25.13,Paper ballot,0.49248596395615013
19143,Iowa,Osceola County,6040,0.0033112582781456954,16.21,Paper ballot,0.49248596395615013
19145,Iowa,Page County,15249,0.001901764050101646,29.78,Paper ballot,0.49248596395615013
19147,Iowa,Palo Alto County,8929,0.0015679247396124987,16.71,Paper ballot,0.49248596395615013
19149,Iowa,Plymouth County,25095,0.0015939430165371588,28.96,Paper ballot,0.49248596395615013
19151,Iowa,Pocahontas County,6740,0.0011869436201780415,12.66,Paper ballot,0.49248596395615013
19153,Iowa,Polk County,487204,0.003208101739722991,750.51,Paper ballot,0.49248596395615013
19155,Iowa,Pottawattamie County,93533,0.002020677194145382,98.03,Paper ballot,0.49248596395615013
19157,Iowa,Poweshiek County,18699,0.0016578426653831755,32.34,Paper ballot,0.49248596395615013
19159,Iowa,Ringgold County,4968,0.0014090177133655394,9.58,Paper ballot,0.49248596395615013
19161,Iowa,Sac County,9719,0.000514456219775697,18.0,Paper ballot,0.49248596395615013
19163,Iowa,Scott County,173283,0.00554584119619351,360.68,Paper ballot,0.49248596395615013
19165,Iowa,Shelby County,11578,0.0033684574192433927,20.59,Paper ballot,0.49248596395615013
19167,Iowa,Sioux County,34909,0.00360938439943854,43.87,Paper ballot,0.49248596395615013
19169,Iowa,Story County,98105,0.003017175475256103,156.32,Paper ballot,0.49248596395615013
19171,Iowa,Tama County,16904,0.004081874112636063,24.64,Paper ballot,0.49248596395615013
19173,Iowa,Taylor County,6191,0.0024228719108383137,11.88,Paper ballot,0.49248596395615013
19175,Iowa,Union County,12359,0.0016182539040375434,29.59,Paper ballot,0.49248596395615013
19177,Iowa,Van Buren County,7020,0.0007122507122507123,15.62,Paper ballot,0.49248596395615013
19179,Iowa,Wapello County,35205,0.003351796619798324,82.5,Paper ballot,0.49248596395615013
19181,Iowa,Warren County,51056,0.001214352867439674,81.12,Paper ballot,0.49248596395615013
19183,Iowa,Washington County,22141,0.002980895171853123,38.16,Paper ballot,0.49248596395615013
19185,Iowa,Wayne County,6401,0.0010935791282612093,12.19,Paper ballot,0.49248596395615013
19187,Iowa,Webster County,36277,0.002977092923891171,53.12,Paper ballot,0.49248596395615013
19189,Iowa,Winnebago County,10518,0.0026621030614185207,27.13,Paper ballot,0.49248596395615013
19191,Iowa,Winneshiek County,20029,0.0011483349143741575,30.52,Paper ballot,0.49248596395615013
19193,Iowa,Woodbury County,102539,0.0053248032455943594,117.06,Paper ballot,0.49248596395615013
19195,Iowa,Worth County,7453,0.002683483161143164,18.99,Paper ballot,0.49248596395615013
19197,Iowa,Wright County,12690,0.004176516942474389,22.79,Paper ballot,0.49248596395615013
20001,Kansas,Allen County,12444,0.0024911603985856637,26.73,Paper and DRE with and without paper trail,0.40696107041163676
20003,Kansas,Anderson County,7878,0.0005077430820005078,13.98,Paper and DRE with and without paper trail,0.40696107041163676
20005,Kansas,Atchison County,16193,0.0025937133329216326,39.25,Paper and DRE with and without paper trail,0.40696107041163676
20007,Kansas,Barber County,4472,0.0015652951699463328,4.29,Paper and DRE with and without paper trail,0.40696107041163676
20009,Kansas,Barton County,26111,0.0073532227796714025,30.91,Paper and DRE with and without paper trail,0.40696107041163676
20011,Kansas,Bourbon County,14653,0.0032075342933187744,23.88,Paper and DRE with and without paper trail,0.40696107041163676
20013,Kansas,Brown County,9598,0.003959158157949573,17.49,Paper and DRE with and without paper trail,0.40696107041163676
